review_id,user,rating,text,created_at,updated_at,likes,comments
kca://review:goodreads/amzn1.gr.review:goodreads.v1._6DmFw0Wai_wPz8IIqxm_A,Marta,4,"La asombrosa tienda de la señora Yeom ha sido una lectura muy reconfortante, de esas que te hacen desconectar y te dejan con una sonrisa.<br /><br />La historia arranca en una pequeña tienda 24h de barrio en Seúl, donde la señora Yeom, ya jubilada, decide ayudar a Dokgo, un hombre sin hogar con amnesia. A partir de ahí, vemos cómo él y otros personajes van encontrando poco a poco su lugar gracias a interacciones que van teniendo con él.<br /><br />Me ha gustado que no busque grandes giros ni dramas intensos, sino que se centre en lo cotidiano, en esos pequeños gestos que pueden marcar la diferencia. Tiene un toque muy humano y esperanzador. <br /><br />Si buscas una historia sencilla y con buen fondo, no puedes perderte este libro🍱",1744148339201.0,1744188000090.0,2,0
kca://review:goodreads/amzn1.gr.review:goodreads.v1.yO-1x9bjI8n4g6zL3SaoQQ,Nur Malso,3,"Tengo la piel de gallina. Y no es porque sea una historia de grandes giros ni de momentos exagerados, sino todo lo contrario: de pequeñas conversaciones, encuentros y personas intentando volver a encontrarse a sí mismas. La tienda y cada uno de los personajes se convierten en una forma de hablar sobre las segundas oportunidades, sobre las personas que están perdidas y sobre cómo un pequeño gesto puede cambiar el camino de alguien.<br />También me ha gustado mucho la forma en la que muestra la importancia de ser escuchado. Cómo alguien que parece no tener nada especial puede estar cargando con muchísimo por dentro, y cómo encontrar un lugar donde sentirse visto y aceptado puede ser suficiente para empezar a cambiar.<br />Quizá en algunos momentos es demasiado tranquilo y no ocurre demasiado, pero creo que precisamente ahí está parte de su encanto. Es un libro para leer despacio, quedarse con los pequeños detalles y disfrutar de esa sensación de calidez que deja al terminar. Una historia sencilla, pero con muchísimo corazón.<br /><br />""Me giré para mirarla. ¿Era ella mi madre desaparecida? ¿O mi difunta abuela, que había cuidado de mí? ¿Quién era? La abracé y le dije con voz temblorosa: <br />–Ha salvado a alguien que… debería estar muerto… Me siento avergonzado, pero… intentaré vivir. <br />Como respuesta, me abrazó y me acarició la espalda con sus pequeñas manos.""",1782457653888.0,1782977397930.0,2,0
kca://review:goodreads/amzn1.gr.review:goodreads.v1.CU7Bo_bJN_1tOLugXjySUA,Shafira Indika,5,"IHH SUKA BANGEEETT!! Gatau ya mungkin karena emang lagi mood utk baca buku setipe ini apa gimana, yg jelas aku suka banget buku ini. Aku suka storytelling-nya, tokoh-tokohnya jugaa, suasana minimarket yang cukup terasa, dan terjemahannya yang oke. Buku ini membuatku bertanya-tanya siapa sih si Dokgo ini sebenarnya, tapi di saat yang sama ga bikin aku pengen buru-buru menyelesaikannya (malah rasanya gamau kelar😭)<br /><br />Banyak bagian yang heartwarming, banyak pula yang bikin merenung. Intinya aku suka bangeeet dan menurutku buku ini sangat recommended terlebih buat kalian yang memang suka baca novel2 korea/jepang.<br /><br />Full review akan aku up di ig (@nge.review) seperti biasa yaaa!",1700496165709.0,1700568642439.0,2,0
kca://review:goodreads/amzn1.gr.review:goodreads.v1.rxXJfgW6_3yI-lgtXkjgMQ,Catarina Duarte ♡,4,"4,25⭐️ <br /><br />De longe a longe gosto muito de ler este tipo de livros. <br /><br />Normalmente não é nada de revolucionário, mas é feito de uma forma que acho mesmo bonita. Nem sei bem explicar, contudo a estrutura do enredo e a forma como tudo se alinha no fim parece-me até um pouco poética. Percebo que é algum comum na literatura asiática. <br /><br />Como disse, esta não é uma história que vai mudar a vida do leitor (pelo menos para mim), o enredo pode até ser previsível em determinados momentos. Ainda assim é uma leitura muito prazerosa de ser feita, bastante fluída e com personagens de quem gostei bastante. ",1741304016543.0,1741305167773.0,2,0
kca://review:goodreads/amzn1.gr.review:goodreads.v1.j7WB1pS7Zj1ibPw5Q3G5FA,Erika Masr,4,"Nuostabi knyga, kurią skaitydama jaučiau šilumą ❤️<br /><br />Vakaruose tokio tipo knygos nėra labai dažnai rašomos (jei iš viso tokių būna), tačiau slice of life žanras yra mano vienas mėgstamiausių. Tokio tipo knygų aš imuosi, kai noriu pasijusti gerai, kai noriu šiek tiek ištrūkti iš realybės, bet kartu joje būti. Šiai knygai nereikėjo reikšmingų įvykių, gilių emocinių scenų ar šokiruojančių reveal’ų. <br /><br />Tai labai gyvenimiška knyga, kurios įvykiai papasakoti kelių veikėjų akimis. Skaitydama apie juos aš su jais susitapatinau, bet neprisirišau. Man buvo gera matyti kaip jie susidoroja su savo problemomis ir kaip gerumas ir supratimas yra atlyginami tuo pačiu.<br /><br />Labai rekomenduoju ❤️",1769255699082.0,1769266997051.0,2,0
kca://review:goodreads/amzn1.gr.review:goodreads.v1.LsIwIrYSWhIpqk0DyLMxww,Shuka,4,"Me ha sorprendido para bien. Me esperaba encontrar un libro ligero, sobre la vida cotidiana y sus percances. Pero la verdad es que las conexiones que se generan a traves de la tienda y Dokgo estan sutilmente narradas y pensadas.<br /><br />Cada capitulo te presenta un personaje, que esta de paso por el barrio o que vive en el, y como la buenas formas y el ayudar puede crear un punto de inflexion en ella o al menos hacer su dia mas llevadero, con esta filosofia nos sumergimos en el libro. Desde un padre de familia, hasta el hijo de la dueña de la tienda, o a nuestro protagonista principal que gracias a la oportunidad proporcionada intenta recuperar su vida o al menos la memoria.",1769695728839.0,1769755514192.0,2,0
kca://review:goodreads/amzn1.gr.review:goodreads.v1.buG6tispXwbROLomnnLDSg,Belén,5,"“La asombrosa tienda de la señora Yeom” me ha fascinado. Trata de forma bastante fidedigna la sociedad contemporánea coreana, marcada por temas centrales como la competitividad o la explotación en el ámbito laboral. Además, se abordan otros temas tales como el fracaso, la vejez, la jerarquía social/laboral, la individualidad…aunque con un halo maravilloso de humildad y humanidad.<br /><br />Mención especial a Ainhoa, la traductora, por su fascinante traducción, por esos giros y reflejos culturales tan bien llevados a la lengua meta.",1714117349236.0,1714135821310.0,2,0
kca://review:goodreads/amzn1.gr.review:goodreads.v1.MStRumMB8AM7PBB0hzhiVg,Amuno,4,"เล่มนี้อ่านแบบไม่ได้คาดหวัง คิดว่าเป็นฟีลฮาวทูฮีลใจ แต่แท้จริงแล้วคุณทกโกมาพร้อมความอบอุ่นใจ ชายไร้บ้านที่หลงลืมเรื่องราวสำคัญของตัวเอง เปลี่ยนแปลงชีวิตได้เพราะได้รับโอกาสจากคุณเจ้าของร้านสะดวกซื้อ และคุณทกโกก็ได้เปลี่ยนความคิดของคนรอบข้างด้วยคำพูดซื่อๆ ตรงไปตรงมา แต่สะกิดใจคนฟัง หนังสือไม่น่าเบื่อเลย อ่านสนุก บางครั้งแอบเห็นความเป็นตัวเองในบรรดาผู้มีปัญหาชีวิตที่มาปรึกษาคุณทกโก<br />และทำให้ได้คิดว่า ""ปัญหาหนักหนาสาหัสที่เรามองว่าแก้ไขไม่ได้เอาเลยนั้น ถ้าเราเปลี่ยนมุมมอง ถอยหลังจากปัญหา เปลี่ยนบทบาทตัวเองจากผู้เล่น เป็นผู้ชม บางทีทางแก้มันอาจอยู่ใกล้ๆ แค่นี้เอง""<br />#ร้านไม่สะดวกซื้อของคุณทกโก",1745976459312.0,1746013948539.0,2,0
kca://review:goodreads/amzn1.gr.review:goodreads.v1.bScpP9PEN7F12YHht8knTw,Nikakioy,4,"""Frau Yeoms kleiner Laden der großen Hoffnungen"" ist eines dieser cozy Slice of Life Büchern, in denen nicht viel passiert, die einem aber dennoch im Kopf bleiben. An sich begleitet man das ganze Buch über die Geschichte eines Obdachlosen, der in einem Convenience Store arbeitet und da mit vielen Vorurteilen konfrontiert wird. Der Plotttwist war für mich am Ende der ausschlaggebende Grund, warum mir das Buch so gefallen hat. Typisch koreanisch dramatisch, aber irgendwie auch sehr menschlich.<br /><br />7/10⭐",1753520418253.0,1753541189664.0,2,0
kca://review:goodreads/amzn1.gr.review:goodreads.v1.RgXJNUF4eIrcjTZanX3rrQ,Helen Lozano,3,"Dokgo, un hombre sin hogar y sin memoria, recibe una segunda oportunidad trabajando en el turno de noche de una pequeña tienda. Allí, sus interacciones con los diversos clientes del barrio no solo comienzan a cambiarles la vida a ellos, sino que también le ayudan a reconstruir la suya.<br /><br />Me encantó la idea de cómo las conexiones humanas pueden sanar, y hay personajes que son un verdadero tesoro. A pesar de eso, no pude evitar sentir que la trama se estancaba a ratos, perdiendo la magia inicial. Es una historia amable, pero le faltó esa chispa para enamorarme por completo.",1757350625105.0,1757402757493.0,3,0
kca://review:goodreads/amzn1.gr.review:goodreads.v1.Wx_cXAE-Mf6rkoQnK1-yPQ,ريم الصالح,4,هذه حكاية بسيطة وهادئة عن متجر بقالة تملكه امرأة مسنّة تمر وموظفيها كل يوم بالعديد من المواقف التي تترك شعوراً غريباً ودافئاً في قلب القارئ. حكاية رجل مشرّد كان عالقاً في إدمان الكحول، ليجد في المتجر الصغير بدايته من جديد.<br />الجميل هنا أن الكاتب يترك القصة تمضي بهدوء: بين رفوف البقالة، ودخان الحساء الساخن، والحوارات القصيرة المقتضبة. لا شيء صاخب، لا ضوضاء ولا تسارع، لكن إحساساً غامراً يظل يتمدّد عبر خلاياك، إحساس بأن فرصة أخرى لربما تكون ممكنة. <br />هذه رواية آسيوية أخرى من تلك التي تترك شعوراً مريحاً بعد الانتهاء منها. ولربما تكون هذه الأكثر واقعية والأقرب للقلب.,1760377393024.0,1760393527256.0,2,0
kca://review:goodreads/amzn1.gr.review:goodreads.v1.-wkTZnDn9BopScoBeCggsg,kyle,4,"3.5 stars ✨<br />This book feels warm and quiet, like being reminded that even lost people can find their way back to themselves. I love how it shows that kindness, even the small kind, can change a whole life. It teaches us that healing doesn’t always come from big moments, sometimes it comes from people who simply stay.<br /><br />One line that stayed with me:<br />“Rivers aren’t there to drown you, but to be crossed.”<br /><br />A simple story, but full of heart. It reminds you that everyone deserves another chance, including yourself.",1764084613964.0,1764127115929.0,4,0
kca://review:goodreads/amzn1.gr.review:goodreads.v1.ZsJh6-7HV4cbFu-6Pujl0w,Maram Mohamed Mahdi,5,في الحقيقة احترت كتير المفروض اقول ايه عن الرواية دي علشان أوفيها حقها واشرح اد ايه هي حكيمة ورائعة ! <br />لما اشتريت الرواية وشفت جملة سلسلة الخيال الشفائي احترت وتسائلت يعني ايه خيال شفائي ؟ إلا انني فهمت معنى الجملة بعد اول كام صفحة .. ببساطة شديدة جدا الرواية دي بتسرد الفرق الكبير بين الانانية والعطاء .. الانانية هتدمر حياتك وهتفض الناس من حواليك بينما العطاء والإحسان هيشفوك وهينوروا ظلام قلبك وسمائك .. ربنا بيقول في سورة الرحمن : هَلْ جَزَاءُ الْإِحْسَانِ إِلَّا الْإِحْسَانُ <br />وفي الرواية دي قدرت افهم اد ايه فعل احسان صغير ممكن يغير حياة شخص ١٨٠ درجة .. بل ويرجع له الحياة نفسها <br />الرواية ببساطة بتتكلم عن سيدة سبعينية هتفقد محفظتها وفيه مشرد هيلاقيها وهيرجعها لها فهتقرر انها تهتم بيه وتوفر له وظيفة في متجر البقالة الخاص بيها بالرغم من ماضيه المجهول حتى بالنسبة له هو شخصيا .. وبمساعدة السيدة دي وموظفين المتجر هيتحول لموظف شاطر جدا وهيساعد عدد من زوار المتجر انهم يلاقوا طريقهم وبوصلتهم في الحياة وفي اثناء فعله ذلك هترجع له ذاكرته وهيكتشف ماضيه اللي كان بيهرب منه .. النهاية رائعة والترجمة ممتازة استمتعت بيها جدًا .. <br />واقدر اقول انها لحد الان احلى رواية قرأتها منذ بداية العام الجديد <br />****** <br />- يجب ألا يترك بعضنا جروحًا لدى بعضنا الآخر <br />- إذا كنت تريد حماية أفراد عائلتك عليك أن تكون صادقًا معهم <br />- إن من يستحقون التقدير في هذا العالم هم الأشخاص الذين يشعرون بالآخرين <br />- كنت أقف بجانبها كما لو كانت جهاز تنفس يبقيني حيًا,1770423921905.0,1771189791860.0,2,0
kca://review:goodreads/amzn1.gr.review:goodreads.v1.zZhCmisX8sJ0qPSmfZSCcg,Maria,5,"Another banger I’d say! Although this one has a little more mystery and one idea less stringing of feelings, it was a very good read.<br /><br />The vibes are also a little different, we have different POVs of different characters but they all follow similar timeline and revolve around the store and our mysterious homeless guy that turns to be our main character.<br /><br />And we have different struggles of our characters, how they handle it and how nicely their stories end. Well, more like hopeful! It’s not obvious how every story ends, or well it’s obvious that it’s a happy for one, annoying for others, but they’re all hopeful because as a reader, we can think further. Maybe the son will finally get his stuff together and stop pestering his mother about selling, maybe the other son would finally figure out his life together, and so on. <br /><br />I read it for a day because I couldn’t put it down, I was so curious what else would happen and who our homeless guy was. And I was happy with the ending, because sometimes the second chance is what makes better and in this case, I could see it clearly and even cheer up for the characters.",1781816277483.0,1782349876618.0,2,0
kca://review:goodreads/amzn1.gr.review:goodreads.v1.8kWB0kMxgcPb0COVNic5Fg,Rosa,4,"Ich fand dieses Buch absolut bezaubernd. Die Geschichte dreht sich um Dok-go, einen Obdachlosen, der unverhofft als Aushilfe in einem Convenience Store angestellt wird und in seiner Rolle dort das Leben von sehr vielen, komplett unterschiedlichen Menschen berührt und verändert. Es las sich wie eine Sammlung wunderbarer Kurzgeschichten, die aber alle miteinander verwoben waren und war sehr berührend, witzig und, vor allem am Ende, richtig spannend. ",1711541197586.0,1711545187251.0,2,0
kca://review:goodreads/amzn1.gr.review:goodreads.v1.AkITb9zaL9zpZEZ_ibXrYQ,Aleksandra,4,"To był bardzo cozy read! Mega urocza lektura, to jest taki miodek na serduszko. Bardzo mi się podobały wszystkie postacie, choć z początku nie każda z nich da się lubić. Dokko jest po prostu świetny. Fakt tego, że jest on owiany mocną tajemnicą, nikt nie wie skąd się wziął, kim był, a nawet jak się nazywa.. A jednak urzeka nas jego historia i spojrzenie na świat. Książka cacko, leci na specjalną półkę w moim serduszku, a ja czekam na następne książki autora w Polsce 😊",1712691291248.0,1712747686112.0,2,0
kca://review:goodreads/amzn1.gr.review:goodreads.v1.OfrG-RYZTAjPdUX7vjetsA,Pilar,5,"Una lectura reconfortant que et torna la confiança en les persones, que et dona pau, que t'abraça. M'ha agradat molt. Ha sigut una lectura d'hospital acompanyant la meva mare i m'ha omplert de serenor.<br />Algunes reflexions que no vull oblidar:<br />""La vida es lo que pasa mientras resuelves problemas"".<br />""La felicidad no se encuentra en la meta después del camino, sino que el propio camino es la felicidad"".<br />""Debes ser amable con todas las personas de tu alrededor, porque todo el mundo está luchando una dura batalla"".<br />""Al final, la vida son relaciones y las relaciones son comunicación. Había comprendido que la felicidad no estaba lejos, que sólo tenía que compartir mi corazón con las personas de mi entorno"".",1724432726722.0,1724703913017.0,2,0
kca://review:goodreads/amzn1.gr.review:goodreads.v1.UIgZAEHsMiW8k1bbrHJvUw,Ricardo Jaramillo P.,4,"La atmósfera acogedora de ""La asombrosa tienda de la señora Yeom"" se siente casi tangible a lo largo de toda la novela. Kim Ho-Yeon crea un mundo lleno de personajes comunes y a la vez extraordinarios, con situaciones cotidianas que, sin embargo, nos tocan en lo profundo. Más allá de ser una simple historia de redención, este libro es un canto al optimismo y una invitación a valorar las pequeñas cosas.<br />Recomendado. 7/10",1727099131385.0,1727131695464.0,2,0
kca://review:goodreads/amzn1.gr.review:goodreads.v1.Hh_Dg3yS9v26K_wBbovGEw,Menna Ahmed,4,تحكي الرواية قصة دوكجو، رجل متشرد فقد ذاكرته بسبب إدمانه على الكحول، يعيش في محطة قطار سيول.<br /> تلتقي به السيدة يوم صاحبة متجر بقالة صغير عندما يعيد إليها محفظتها المفقودة فتتعجب بأمانته وتعرض عليه العمل ليلاً في متجرها .<br /><br />خلال عمله في المتجر أثناء المناوبات الليلية يكتسب الرجل ثقة الزبائن ببراءته وعفويته ويبدأ يقدم لهم النصائح ويساعدهم في حل مشاكلهم بلمسة إنسانية جميله ومع مرور الوقت يعود إليه ماضيه ويستعيد ذاكرته مما يدفعه إلى مغادرة المتجر لمواجهة أخطائه وتصحيحها .,1755193760427.0,1755199429429.0,2,0
kca://review:goodreads/amzn1.gr.review:goodreads.v1.chSAa5UIVqonAj7c4ecLGw,Sarah,4,"This Korean story was translated to English by Janet Hong who is based in Vancouver Canada. It is a slice of life literary fiction about a small convenience store in Korea and the people who come and go from there, some who are forever changed for the better. As the cover says, it is a heartwarming tale of redemption and community. The Korean names and places were a little confusing for me but didn’t spoil the essence of the novel. ",1772931463572.0,1772941546961.0,2,0
kca://review:goodreads/amzn1.gr.review:goodreads.v1.2UdBBgm29c2XLgOl4TLh8w,Bianca Bonavento,4,"4.5 ⭐️<br /><br /><i>La asombrosa tienda de la señora Yeom</i> es una historia que nos enseña que la bondad no está perdida y que la vida nos hace pasar por cosas inconvenientes para poder alcanzar nuestras metas. <br /><br />En esta historia nos centramos en 8 relatos interconectados por un personaje, Dokgo, una persona que vive en la calle; y que un encuentro con una dueña de un negocio de 24 horas le cambia la vida. Sin embargo, a través de cada relato nos damos cuenta que él le cambia la vida a todas las personas que lo rodean. <br /><br />Una lectura rápida, que te harán sentir nostalgia y esperanza en cada página.",1772999570325.0,1773115643128.0,2,0
kca://review:goodreads/amzn1.gr.review:goodreads.v1.dmo7fZ1pKN_1cWsJaf-k8g,Anastasia,3,"Ένα βιβλίο για τις δεύτερες ευκαιρίες και το δικαίωμα μας να «επιστρέψουμε» στη ζωή ακόμα κι όταν το παρελθόν μας έχει τσακίσει τόσο που έχει σβηστεί από τη μνήμη μας. <br />Αγάπησα την κ. Γιομ, η οποία τόσο απλόχερα προσέφερε τη βοήθεια της στον άστεγο Ντόκγκο, που με τη σειρά του, έστω κι ασυναίσθητα, άλλαξε τη ζωή τόσων ανθρώπων, βιώνοντας, ταυτόχρονα, το δικό του γολγοθά. <br />Σύντομο, ευκολοδιάβαστο με όμορφα μηνύματα!",1778170893081.0,1778176733972.0,2,0
kca://review:goodreads/amzn1.gr.review:goodreads.v1.QhOMOTofe2NCQoUgQKb34g,specialday,5,เข้าใจในความดีงามของหนังสือเล่มนี้เลย<br />จริงๆไม่ได้ตั้งใจจะซื้อเลย เพราะเห็นหนังสือพวกร้านๆเยอะไปหมด<br />แต่ก็ซื้อเพราะแค่เห็นรีวิวว่าดี ว่าสนุก อบอุ่นหัวใจ<br />แล้วก็เป็นแบบนั้นจริงๆ <br /><br />ชีวิตเราต่อให้จะล้มขนาดไหน ยังไงก็ต้องเดินหน้าต่อไปอยู่ดี<br />มีประโยคที่อินมากๆเพราะตัวเราก็เคยผ่าน’จุดนั้น’คล้ายกับตัวละครในเรื่องเหมือนกัน :)<br /><br />‘แม่น้ำไม่ได้มีไว้ให้เราทิ้งตัวลงไป แต่มีไว้ให้เราข้าม<br />สะพานก็เป็นที่ที่เอาไว้ก้าวข้าม <br />ไม่ใช่ที่ที่มีไว้ให้เรากระโดดลงไป’,1692291233986.0,1692443988579.0,2,0
kca://review:goodreads/amzn1.gr.review:goodreads.v1.64YfYeQubDzx8WUoo_48yg,giduso,3,"Un libro leggero, con una storia semplice che trasmette positività. Un testo senza grandi pretese da cui però si possono intuire alcuni aspetti della società coreana: la pressione sociale rispetto allo studio e al lavoro, la solitudine degli emarginati, il ruolo dei minimarket, la chirurgia estetica. L'ho letto principalmente per curiosità, visto il grande successo che ha avuto in patria.",1710663366321.0,1710677123746.0,2,0
kca://review:goodreads/amzn1.gr.review:goodreads.v1.jl_zpIKJ4PZqYXH_igMcdQ,Sandra || Tabibito no hon,3,"Ciepła, przyjemna, pokrzepiająca. To lekka opowieść o ludzkich troskach. Początek i zamysł bardzo mi się podobały - historia bezdomnego, który zostaje zatrudniony na nocną zmianę w sklepie i dzięki temu może pomóc innym. Jednak wraz z kolejnymi rozdziałami moje zaangażowanie było mniejsze, nie interesowały mnie losy dalszych bohaterów, ale z każdej historii można coś wynieść. ",1710922962176.0,1710936294985.0,2,0
kca://review:goodreads/amzn1.gr.review:goodreads.v1.z6y3ENlvfHolWl1_IoumRw,Maria Diz,3,"Literatura cozy, optimista. De esa en la que la gente se da segundas oportunidades y sana. Personajes que te acompañan durante la lectura y remolonean para quedarse un poco más. Y con el añadido de asomarse a la sociedad y costumbres koreanas.<br />Pero a la vez no acaba de funcionar del todo, el orden del relato no me acaba de cuadrar y la resolución parece facilona pero no satisfactoria del todo.<br />Pero es lectura rápida y cozy. De vez en cuando es confort food.",1721919650329.0,1722037979665.0,2,0
kca://review:goodreads/amzn1.gr.review:goodreads.v1.KrVJXvO4vpIlFgnAG33i9Q,Bernardo,3,"Me ha gustado. Muy tranquilito y costumbrista. Tiene varios personajes que te cuentan un poco su historia, lo que hace sencillo el acabar viendote aunque sea un poco reflejado en la situación de alguno.<br />Te deja ver un poco como es la sociedad coreana, que deja mucho que desear.<br /><br />Un librito para leerse tranquilamente con tu té/café y pasar el rato.",1730226444858.0,1730290423822.0,2,0
kca://review:goodreads/amzn1.gr.review:goodreads.v1.16IVzpECeWJTFu-PkNTv6Q,Cristina,1,"Muy aburrido... Lo estaba escuchando en audiolibro, me queda 1h para acabarlo pero no puedo más... no estoy escuchando nada porque quería acabarlo pero esque nunca me apetece seguir.<br />Va contando algunas historias, alguna está bien, pero la mayoria muy sin más. Quizás no lo he cogido en el momento oportuno. ",1732642103927.0,1732645022042.0,2,0
kca://review:goodreads/amzn1.gr.review:goodreads.v1.0W40VK9J99DyLTNPNrtlzw,Luciane,4,"Um livro sobre segundas chances e o impacto de pequenos atos de gentileza. Contada através dos pontos de vista de diferentes personagens que trabalham numa discreta loja de conveniência e dos clientes que a frequentam, a história acompanha as pequenas e grandes mudanças ocorridas na vida de cada um deles após seus encontros com Dok-go, um ex morador de rua que perdeu suas memórias. <br /><br />Comovente e atual, ""A Inconveniente Loja de Conveniência"" trata de empatia e da importância de enxergar além dos próprios preconceitos, ao passo que expõe diversas facetas negativas da sociedade coreana no século XXI, muitas das quais são intergeracionais.",1733972594035.0,1734263650398.0,2,0
kca://review:goodreads/amzn1.gr.review:goodreads.v1.RQN2fEHqI0b5x_xyUXDVzQ,P.ernilla,5,"Prachtig boek vol diepgang over tweede kansen in het leven en hoeveel je als mens voor elkaar kan betekenen. Ieder hoofdstuk een inkijkje in het leven van iemand gerelateerd aan de buurtwinkel. Ik wilde alsmaar door blijven lezen om te weten hoe het verder ging en wie die mysterieuze, barmhartige Dogko nou is en wat hem is overkomen. Meer Healing fiction alsjeblieft!",1734290566850.0,1734292921574.0,2,0
kca://review:goodreads/amzn1.gr.review:goodreads.v1.vnW03ruYwiWfX9MHYkbcsg,Emily’s Fully Booked,3,"2.5 ✨<br />This was my first ever translated read<br />This was a somewhat cozy read about stories of customers and workers at a convenience store in Korea, based around a man who is homeless who begins working the night shift here<br />It was an enjoyable read but I did find myself losing interest in some points - an easy winters day read for sure ",1754715989971.0,1754727312402.0,2,0
kca://review:goodreads/amzn1.gr.review:goodreads.v1.mtDwIRLdgkqIJn6seDgk3A,leen,1,شيء سيئ جدًا، ممل وسخيف إلى أبعد درجة. حرفيًا كأني أتابع حلقة وحدة من كيدراما باهتة ومملة. يالله! الحوارات كانت من أسوأ ما في الرواية؛ سخيفة، سطحية، وساذجة، ولا تحمل أي عمق أو إبداع. وفوق ذلك، السرد كان مربكًا، لدرجة أنك ما تعرف هل الشخصية تتحدث مع شخص أو أن الكلام مجرد أفكار تدور في رأسه. حسيت ان الكاتبة تتابع المسلسلات، وكلما رأت حدثًا أعجبها نقلته إلى الرواية دون أن تضيف له لمستها الخاصة أو تبني فكرة جديدة. في النهاية، كانت تجربة مملة.,1783202211707.0,1783292871292.0,2,0
kca://review:goodreads/amzn1.gr.review:goodreads.v1.nblWXrWbQGSZrUu4-8ZIog,h,3,"<b>
  <blockquote>Sungai bukanlah tempat untuk jatuh, tetapi tempat yang harus diseberangi.</blockquote>
</b><br /><br /><b>
  <blockquote>Jembatan adalah tempat untuk menyebrang, bukan untuk melompat.</blockquote>
</b><br /><br /><br />These two the only things i like in this book.",1674997069129.0,1675021218809.0,2,0
kca://review:goodreads/amzn1.gr.review:goodreads.v1.7hcTN9qP_z6xh5DzjZHOMA,Cintya,4,"Ele me lembrou bastante o estilo do antes que o cafe esfrie e o gato que amava livros, não referente a temática, mas sim capítulos que são microhistórias e que de alguma forma elas podem ou não estar relacionadas entre si e que trazem uma mensagem de reflexão. <br /><br />Eu adoro livros assim porque acho fluido e leve de ler, e que ao mesmo tempo dá aquela mensagem no final 👌<br /><br />Gostei de como as historias foram amarradas tb",1707440597903.0,1707660112431.0,2,1
kca://review:goodreads/amzn1.gr.review:goodreads.v1.27J06stooMWMtQyMS8I-CQ,Sylwia (Allthesmallbooks),4,"Ciepła, prosta i lekka książka. Ogólnie bardzo dobrze mi się ją czytało i byłam zaangażowana, ale momentami było nieco monotonnie. <br />Może nie jest to coś wyjątkowego, ale trafiła do mnie i myślę, że ją zapamiętam.<br /><br />Troche taka książka-kocyk :)",1718196894641.0,1718215224745.0,2,0
kca://review:goodreads/amzn1.gr.review:goodreads.v1.1Z4Ywa3RQiKAytOMtH3p-A,Katarzyna,5,"God this book was amazing from the beginning to the very end. His transformation throughout the book was amazing, and all the other character's stories were super interesting and emotional! <br />And the last chapter when it's suddenly written from his perspective and we get to see how he perceived all the events in the book was just *chefs kiss*<br />Honestly if I ever go to Korea I hope I'll get to see the theatre version of this cause it looks awesome as hell.",1722961182211.0,1723150196830.0,2,0
kca://review:goodreads/amzn1.gr.review:goodreads.v1.w_VH0dsfTD3UDoGfMVWDdA,Maria Dolores,3,Mi primer libro de un autor coreano . Muy interesante esa mirada sobre lo cotidiano del ser humano . Como dice uno de los personajes la vida consiste en ir enfrentándose y resolviendo los problemas del día a día … Rl final me parece un poco forzado ,1724320200729.0,1724348051641.0,2,1
kca://review:goodreads/amzn1.gr.review:goodreads.v1.4CCdUaLaZy0QCI0CtHV0zg,Sallemkov,4,"4 ⭐️<br />Jestem naprawdę fanką tego typu książek, czytając je czuję jakiś spokój na sercu <br />Bardzo mi się podobał pomysł tej książki i jak autor pokazuje że rzeczywiście życie nie jest łatwe i każdy człowiek ma swoje własne problemy z którymi walczy i czasami jesteśmy tak zagubieni i pogrążeni we własnym smutku że nie zdajemy sobie sprawę z tego że wystarcza mała zmiana lub wskazówka żeby w jakimś stopniu rozwiązać te problemy. <br />Polecam bardzo 💛",1737759066919.0,1738009733341.0,2,0
kca://review:goodreads/amzn1.gr.review:goodreads.v1.RM45iKI7xNrNC2gwQOWzdQ,Rosa Garrido,3,"He leído libros de 800 páginas en la mitad de tiempo de lo que me ha costado leer este con 280. <br /><br />Es la típica historia de cadena de favores, todo comienza cuando una señora pierde la cartera y un indigente la recupera y la busca para entregarla, ahí se creará un vínculo que perdurará hasta la última pagina de la historia.<br /><br />Demasiado lenta e intimista para mí gusto.",1748335432570.0,1748500037965.0,2,0
kca://review:goodreads/amzn1.gr.review:goodreads.v1.JAJMlz_Oxy6MysfiPTg17Q,josé manuel,4,"3,75/4<br /><br />El libro te hace ver cosas del día a día como algo precioso. Incluso te hace replantearte cuánta culpa tiene la gente de sus desgracias, las consecuencias de no tener una comunicación sana, siendo esta un requisito para formar una familia.<br /><br />Corto, simple y bonito. ",1749676349878.0,1749751597520.0,2,0
kca://review:goodreads/amzn1.gr.review:goodreads.v1.icXeurozFDQOjfac_qwYwA,rina dunn,3,"(Rounded up to 3.5) Translated fiction seems to be really having its moment in the spotlight in the bookish community recently, and I'm all the way here for it! <br /><br />The Second Chance Convenience Store is a gorgeous story of second chances, redemption, and hope, and I really enjoyed it. I love these stories that actually are just about humanity. Nothing remarkable really happens, and they have a quietness to them, but they cover so many themes and just feel so lovely to read, like they restore my faith in people.<br />The sense of community and kindness for someone who's experiencing homelessness and the way he pays it forward in this book is absolutely gorgeous, and I must admit, it made me emotional. Ho-Yeon Kim's storytelling is stunning and really captures the essence of the human spirit. <br />If you're looking for a feel-good, read the type that feels like a balm to the soul, then I would absolutely recommend this one.",1750631304393.0,1751302256267.0,2,0
